id,question,choices,explanation,answer
844,Mẹ mua cho Huyền một quyển truyện giá 25 000 đồng và một cái bút chì giá 7 000 đồng. Mẹ đưa cho cô bán hàng một tờ giấy bạc 50 000 đồng. Hỏi cô bán hàng cần trả lại mẹ bao nhiêu tiền?,"['A. 32 000 đồng', 'B. 28 000 đồng', 'C. 15 000 đồng', 'D. 18 000 đồng']","Phương pháp
 - Tìm số tiền mẹ mua tất cả = Giá tiền quyển truyện + giá tiền cái bút
 - Tìm số tiền được trả lại = Số tiền mẹ đưa cô bán hàng - số tiền mẹ mua tất cả
 Cách giải
 Số tiền mẹ mua quyển truyện và cái bút chì là
 25 000 + 7 000 = 32 000 (đồng)
 Cô bán hàng cần trả lại mẹ số tiền là
 50 000 – 32 000 = 18 000 (đồng)
 Đáp số: 18 000 đồng
",D. 18 000 đồng
845,Mẹ Nam mang 16 quả trứng gà ra chợ bán. Mẹ đã bán được 6 quả. Mẹ Nam còn số quả trứng gà là:,"['A. 1 chục quả', 'B. 11 quả', 'C. 12 quả', 'D. 13 quả']",,A. 1 chục quả
846,"Mẹ vừa nhập về cửa hàng 2 can, mỗi can đựng 2 l mật ong. Hà giúp mẹ rót đều số mật ong đó vào 8 chai. Vậy số mật ong mỗi chai có là:","['A. 400 ml', 'B. 500 ml', 'C. 600 ml', 'D. 700 ml']","2 can chứa số lít mật ong là: 2 ${\times}$ 2 = 4 (l)
 Đổi 4 l = 4 000 ml
 Số mật ong mỗi chai có là:4 000 : 8 = 500 (ml)",B. 500 ml
847,Mệnh đề nào sau đây là phủ định của mệnh đề 'Mọi động vật đều di chuyển'?,"['A. Mọi động vật đều không di chuyển', 'B. Mọi động vật đều đứng yên', 'C. Có ít nhất một động vật không di chuyển', 'D. Có ít nhất một động vật di chuyển']",,C. Có ít nhất một động vật không di chuyển
848,Mèo nặng 6 kg. Mèo nặng hơn vịt là:,"['A. 4 kg', 'B. 2 kg', 'C. 3 kg', 'D. 1 kg']","Vịt nặng là:
 6 : 3 = 2 (kg)
 Mèo nặng hơn vịt là:
 6 – 2 = 4 (kg)",A. 4 kg
849,Minh có 1 chục cái bút chì. Mai có 14 cái bút chì. Cả hai bạn có tất cả số cái bút chì là:,"['A. 15 cái bút chì', 'B. 24 cái bút chì', 'C. 13 cái bút chì', 'D. 16 cái bút chì']",,B. 24 cái bút chì
85,"“Hình hộp chữ nhật có chiều dài 12cm; chiều rộng 8cm; chiều cao 2,5cm. Diện tích xung quanh của hình hộp chữ nhật đó bằng …..cm2.” Số cần điền vào chỗ chấm là:","['A. 50', 'B. 100', 'C. 2,4', 'D. 10']",,B. 100
850,Mộ máy bay bay từ Hà Nội đến thành phố Hồ Chí Minh hết 1 giờ 45 phút và cần tới thành phố Hồ Chí Minh lúc 9 giờ. Hỏi máy bay phải cất cánh từ Hà Nội vào lúc nào?,"['A. 7 giờ 45 phút', 'B. 7 giờ 35 phút', 'C. 7 giờ 25 phút', 'D. 7 giờ 15 phút']",,D. 7 giờ 15 phút
851,Mỗi cái bàn có 4 chân. Hỏi có 6 cái bàn bao nhiêu chân ?,"['A. 10 chân', 'B. 24 chân', 'C. 30 chân']",,B. 24 chân
852,Mỗi chiếc bánh trung thu dày 2 cm. An xếp 5 chiếc bánh vào hộp quà thì vừa đầy hộp. Chiều cao của chiếc hộp là:,"['A. 12 cm', 'B. 7 cm', 'C. 15 cm', 'D. 1 dm']",Chiều cao của chiếc hộp là:2 ${\times}$ 5 = 10 (cm) = 1 (dm),D. 1 dm
853,"Mỗi gói mì chính cân nặng 80g, mỗi quả trứng cân nặng 30g. Hỏi 3 gói mì chính và 1 quả trứng cân nặng bao nhiêu gam?","['A. 207g', 'B. 217g', 'C. 270g', 'D. 243g']",,C. 270g
854,"Mỗi ngày mẹ cho Mai 20 000 đồng tiền ăn sáng. Mai dùng 15 000 đồng để mua đồ ăn sáng, số tiền còn lại Mai cho vào hũ tiết kiệm. Vậy sau 1 tuần Mai sẽ tiết kiệm được số tiền là:","['A.35 000 đồng', 'B.70 000 đồng', 'C.40 000 đồng', 'D. 25 000 đồng']","Mỗi ngày Mai tiết kiếm được số tiền là: 20 000 – 15 000 = 5 000 (đồng)
 Sau 1 tuần Mai sẽ tiết kiệm được số tiền là: 5 000 ${\times}$ 7 = 35 000 (đồng)",A.35 000 đồng
855,"Mỗi ngày, chị Phương đều chạy bộ quanh công viên với quãng đường là 2 km. Trong một tuần lễ, chị Phương chạy được quãng đường là:","['A. 9 km', 'B. 14 km', 'C. 12 km', 'D. 20 km']","Trong một tuần lễ, chị Phương chạy được quãng đường là: 2 ${\times}$ 7 = 14 (km)",B. 14 km
856,Một bài trắc nghiệm khách quan có 10 câu hỏi. Mỗi câu có 4 phương án trả lời. Có bao nhiêu phương án trả lời?,"['A. 40', 'B. 10^4', 'C. 4^10', 'D. 4']",,C. 4^10
857,Một bàn ăn hình vuông có chu vi là 15 dm 2 cm. Cạnh của bàn ăn đó dài là:,"['A. 3 cm', 'B. 3 dm', 'C. 38 dm', 'D. 38 cm']",,D. 38 cm
858,"Một bể cá có dạng hình hộp chữ nhật có các kích thước lần lượt là 55cm, 40cm và 24cm. Bể cá đó chứa được số lít nước là:","['A. 13200 lít', 'B. 1320 lít', 'C. 13,2 lít', 'D. 132 lít']",,"C. 13,2 lít"
859,"Một bể cá dạng hình hộp chữ nhật có chiều dài 8dm, chiều rộng 75cm và chiều cao 40cm. Diện tích xung quanh của bể cá là:","['A. 33,6dm2', 'B. 66dm2', 'C. 67,2dm2', 'D. 124dm2']",,D. 124dm2
86,“Lớp 2A trồng được 5 hàng cây. Mỗi hàng có 7 cây. Hỏi lớp 2A trồng được bao nhiêu cây?”. Phép tính đúng với bài toán là:,"['A. 7 ${\\times}$ 5 = 35', 'B. $7 + 5 = 12$', 'C. 5 ${\\times}$ 7 = 35', 'D. 7 – 5 = 2']","Lớp 2A trồng được số cây là:7 ${\times}$ 5 = 35 (cây)
 Vậy phép tính đúng với bài toán là: 7 ${\times}$ 5 = 35",A. 7 ${\times}$ 5 = 35
860,"Một bể nước có thể tích 2,5m3. Vậy trong bể có số lít nước là:","['A. 25 lít', 'B. 250 lít', 'C. 2500 lít', 'D. 250000 lít']","Đổi 2,5m3 = 2500dm3 = 2500l. 
 Vậy trong bể có số lít nước là: 2500 lít.",C. 2500 lít
861,Một bồn hoa hình vuông có độ dài mỗi cạnh bằng 1274cm. Chu vi của bồn hoa đó là:,"['A. 5196cm', 'B. 5206cm', 'C. 5296cm', 'D. 5096cm']",,D. 5096cm
862,"Một bức tranh hình chữ nhật có chiều rộng bằng 40 cm, chiều dài hơn chiều rộng 20 cm. Chu vi của khung bức tranh đó là:","['A. 60 cm', 'B. 12 dm', 'C. 2 m', 'D. 80 cm']","Chiều dài của bức tranh là:$40 + 20 = 60$ (cm)
 Chu vi của khung bức tranh là:(60 + 40) ${\times}$ 2 = 200 (cm)
 Đổi 200 cm = 2 m Đáp số: 2 m",C. 2 m
863,"Một ca nô có vận tốc xuôi dòng là 10km/giờ, vận tốc ngược dòng là 8km/giờ. Tìm vận tốc thực của ca nô?","['A. 10km/giờ', 'B. 18km/giờ', 'C. 9km/giờ', 'D. 2km/giờ']",,C. 9km/giờ
864,"Một ca nô có vận tốc xuôi dòng là 12km/giờ, vận tốc ngược dòng là 6km/giờ. Tìm vận tốc của dòng nước.","['A. 4km/giờ', 'B. 1km/giờ', 'C. 2km/giờ', 'D. 3km/giờ']",,D. 3km/giờ
865,Một cái bánh pizza có giá 64 nghìn đồng. \frac{1}{8} cái bánh có giá bao nhiêu nghìn đồng?,"['A. 7 nghìn đồng', 'B. 9 nghìn đồng ', 'C. 8 nghìn đồng', 'D. 10 nghìn đồng']",,C. 8 nghìn đồng
866,"Một chiếc ca nô xuôi dòng từ A đến B với vận tốc 25 km/giờ. Nếu vận tốc dòng nước là 2,5 km/giờ thì vận tốc của ca nô khi ngược dòng là:","['A. 22,5 km/giờ', 'B. 22 km/giờ', 'C. 20 km/giờ', 'D. 27,5 km/giờ']","Vận tốc thực của ca nô là: 25 – 2,5 = 22,5 (km/giờ)
 Vận tốc của ca nô khi ngược dòng là: 22,5 – 2,5 = 20 (km/giờ).",C. 20 km/giờ
867,Một chiếc máy khâu được phát minh vào năm 1890. Hỏi chiếc máy khâu đó được phát minh vào thế kỉ nào?,"['A. Thế kỉ XVIII', 'B.Thế kì XX', 'C. Thế kỉ XIX', 'D.Thế kỉ XXI']",,C. Thế kỉ XIX
868,Một chiếc tàu ngược dòng với vận tốc 15km/giờ. Biết vận tốc của dòng nước là 3km/ giờ. Tính vận tốc xuôi dòng của chiếc tàu?,"['A. 21km/giờ', 'B. 20km/giờ', 'C. 18km/giờ', 'D. 12km/giờ']",,A. 21km/giờ
869,"Một chiếc tàu xuôi dòng từ A đến B với vận tốc 12km/giờ, sau đó lại ngược dòng từ B về A với vận tốc 8km/giờ. Tính thời gian chiều tàu xuôi dòng từ A đến B rồi từ B về A biết độ dài AB là 24km.","['A. 5 giờ', 'B. 4 giờ', 'C. 3 giờ', 'D. 6 giờ']",,A. 5 giờ
87,“m3 = ……..m3”. Số thập phân thích hợp điền vào chỗ chấm là:,"['A. 1,4', 'B. 0,25', 'C. 2,5', 'D. 0,14']","m3 = 0,25m3. Số thập phân thích hợp điền vào chỗ chấm là: 0,25.","B. 0,25"
870,Một chú chuột túi khi mới sinh ra chỉ nặng 1 g nhưng khi trưởng thành nặng đến 90 kg. Vậy chuột túi trưởng thành nặng gấp chuột túi lúc mới sinh số lần là:,"['A. 90 lần', 'B. 900 lần', 'C. 9 000 lần', 'D. 90 000 lần']","Đổi 90 kg = 90 000 g 
 Chuột túi trưởng thành nặng gấp chuột túi lúc mới sinh số lần là: 90 000 : 1 = 90 000 (lần)
 Đáp số: 90 000 lần",D. 90 000 lần
871,"Một cốc trà sữa cỡ lớn có giá là 20 000 đồng, một cốc trà sữa cỡ nhỏ có giá là 14 500 đồng. An mua 1 cốc cỡ to và 2 cốc cỡ nhỏ. Vậy số tiền An cần trả là:","['A. 34 500 đồng', 'B. 49 000 đồng', 'C. 48 000 đồng', 'D. 35 000 đồng']",,B. 49 000 đồng
872,"Một con thỏ có thể chạy với vận tốc 5,5m/giây. Một con ngựa có thể chạy với vận tốc 25,2km/giờ. Hỏi trong 1 phút, con nào di chuyển được quãng đường dài hơn và dài hơn bao nhiêu mét?","['A. Con thỏ; 9m', 'B. Con ngựa; 9m', 'C. Con ngựa; 90m', 'D. Con thỏ; 90m']",,C. Con ngựa; 90m
873,"Một công ty, tuần một sản xuất được 3692 sản phẩm. Tuần hai, họ chỉ sản xuất được 2978 sản phẩm. Cả hai tuần, công ty đó sản xuất được số sản phẩm là:","['A. 6570 sản phẩm', 'B. 6660 sản phẩm', 'C. 6670 sản phẩm', 'D. 6560 sản phẩm']",,C. 6670 sản phẩm
874,"Một cửa hàng bán gạo. Buổi sáng bán được $\frac{1}{2}$ số gạo, buổi chiều bán được $\frac{1}{3}$ số gạo. Cửa hàng còn lại số phần gạo là:","['A. $\\frac{2}{3}$', 'B. $\\frac{3}{4}$', 'C. $\\frac{2}{5}$', 'D. $\\frac{1}{6}$']",,D. $\frac{1}{6}$
875,Một cửa hàng bỏ ra 15 000 000 đồng tiền vốn để kinh doanh. Biết cửa hàng đó đã thu được tiền lãi bằng 20% tiền vốn. Vậy số tiền lãi là:,"['A. 300 000 đồng', 'B. 3 000 000 đồng', 'C. 5 000 000 đồng', 'D. 7 000 000 đồng']","Vậy số tiền lãi là:
 15 000 000 ${\times}$ 20 : 100 = 3 000 000 (đồng)
 Đáp số: 3 000 000 (đồng)",B. 3 000 000 đồng
876,Một cửa hàng có 10 hộp táo. Mỗi thùng táo gồm 8 quả táo. Cửa hàng đã bán đi 25 quả táo. Số quả táo cửa hàng còn lại là:,"['A. 55 quả táo', 'B. 50 quả táo', 'C. 45 quả táo', 'D. 40 quả táo']",,A. 55 quả táo
877,"Một cửa hàng có 12 cuộn dây điện, mỗi cuộn dài 150m. Cửa hàng đã bán được số dây điện. Hỏi cửa hàng còn lại bao nhiêu mét dây điện?","['A. 1250m', 'B. 1200m', 'C. 600m', 'D. 1300m']",,B. 1200m
878,Một cửa hàng có 2 150 l dầu. Sau khi nhập thêm thì lượng dầu trong cửa hàng được gấp lên 4 lần. Vậy lượng dầu cửa hàng đã nhập về là:,"['A. 6 250 l', 'B. 6 450 l', 'C. 6 350 l', 'D. 6 550 l']","Cửa hàng có số lít dầu là: 2 150 ${\times}$ 4 = 8 600 (l) Lượng dầu cửa hàng đã nhập về là: 8 600 – 2 150 = 6 450 (l)
 Đáp số: 6 450 l",B. 6 450 l
879,Một cửa hàng có 360 kg gạo. Có $\frac{1}{4}$ số gạo đó là gạo tẻ. Cửa hàng đó có số gạo tẻ là:,"['A. 90 kg', 'B. 360 kg', 'C. 1 440 kg', 'D. 1 442 kg']",,A. 90 kg
88,“Mẹ đi chợ mua 6 chai nước mắm. Mỗi chai đựng 2 l nước mắm. Hỏi mẹ đã mua bao nhiêu lít nước mắm?”. Phép tính đúng với bài toán là:,"['A. 2 ${\\times}$ 6 = 12', 'B. $6 + 2 = 8$', 'C. 6 ${\\times}$ 2 = 12', 'D. 6 – 2 = 4']",,A. 2 ${\times}$ 6 = 12
880,Một cửa hàng có 420 kg gạo. Cửa hàng đã bán đi 100 kg. Số gạo cửa hàng còn lại là:,"['A. 230', 'B. 230 kg', 'C. 320', 'D. 320kg']",,D. 320kg
881,"Một cửa hàng có 5 hộp bi, mỗi hộp có 416 viên bi. Nếu họ chia đều số bi trong các hộp đó vào 4 túi thì mỗi túi có chứa số viên bi là:","['A. 2080 viên bi', 'B. 520 viên bi', 'C. 500 viên bi', 'D. 2000 viên bi']",,B. 520 viên bi
882,"Một cửa hàng có 5 thùng bánh, mỗi thùng có 2 hộp bánh, mỗi hộp bánh có 24 gói bánh. Nếu họ chia đều số bánh đó cho 8 nhà hàng thì mỗi nhà hàng có số gói bánh là:","['A. 31 gói bánh', 'B. 32 gói bánh', 'C. 30 gói bánh', 'D. 34 gói bánh']",,C. 30 gói bánh
883,"Một cửa hàng có 50 bao gạo, mỗi bao nặng 15kg. Cửa hàng đã bán được 1/5 số gạo đó. Số gạo cửa hàng còn lại là:","['A. 3000kg', 'B. 600kg', 'C. 750kg', 'D. 150kg']",,B. 600kg
884,"Một cửa hàng có 85 000 kg gạo, lần đầu bán được 23 000 kg gạo, lần sau bán được 29 000 kg gạo. Hỏi cửa hàng còn bao nhiêu ki-lô-gam gạo?","['A. 26 000 kg', 'B. 33 000 kg', 'C. 31 000 kg', 'D. 52 000 kg']",,B. 33 000 kg
885,Một cửa hàng điện máy có 16 chiếc ti vi. Cửa hàng đã bán đi 3 chiếc. Cửa hàng còn lại số chiếc ti vi là:,"['A. 19 chiếc ti vi', 'B. 13 chiếc ti vi', 'C. 15 chiếc ti vi', 'D. 14 chiếc ti vi']",,B. 13 chiếc ti vi
886,"Một cửa hàng ngày đầu tiên bán được 324 gói bánh, ngày thứ hai bán được 319 gói bánh. Hỏi sau hai ngày cửa hàng bán được bao nhiêu gói bánh","['A. 643 gói bánh', 'B. 627 gói bánh', 'C. 663 gói bánh', 'D. 653 gói bánh']",,A. 643 gói bánh
887,"Một cửa hàng ngày thứ nhất bán được 27,46 mét vải. Ngày thứ hai bán được nhiều hơn ngày thứ nhất 36,25 mét vải. Trong ngày thứ hai, cửa hàng đã bán được số mét vải là:","['A. 65,46 mét vải', 'B. 64,24 mét vải', 'C. 66,17 mét vải', 'D. 63,71 mét vải']",,"D. 63,71 mét vải"
888,"Một cửa hàng ngày thứ nhất bán được 310 kg gạo, ngày thứ hai bán được số gạo ít hơn ngày thứ nhất 120 kg. Số gạo bán ngày thứ hai là:","['A. 190 kg gạo', 'B. 180 kg gạo', 'C. 290 kg gạo', 'D. 209 kg gạo']",,A. 190 kg gạo
889,"Một cửa hàng nhận về 6 tấm vải, mỗi tấm dài 45m. Ngày đầu cửa hàng bán được 135m. Hỏi số vải còn lại bao nhiêu mét?","['A. 165m', 'B. 145m', 'C. 155m', 'D. 135m']",,D. 135m
89,“Mẹ mua 5 hộp bánh. Mỗi hộp bánh có 8 cái bánh. Hỏi mẹ đã mua bao nhiêu cái bánh?”. Phép tính đúng với bài toán là:,"['A. 8 ${\\times}$ 5 = 40', 'B. $5 + 8 = 13$', 'C. 5 ${\\times}$ 8 = 40', 'D. 8 – 5 = 3']","Mẹ đã mua số cái bánh là:8 ${\times}$ 5 = 40 (cái bánh)
 Vậy phép tính đúng với bài toán là: 8 ${\times}$ 5 = 40",A. 8 ${\times}$ 5 = 40
890,"Một cửa hàng tạp hoá nhập về hai loại nước mắm, chai nhỏ chứa 0,45 lít, chai to chứa 0,75 lít. Cửa hàng nhập về 20 chai nhỏ và 15 chai to. Cửa hàng đã nhập về số lít nước mắm là:","['A. 20,25 lít', 'B. 19,75 lít', 'C. 21,75 lít', 'D. 22,15 lít']",,"A. 20,25 lít"
891,Một cửa hàng trong một tháng đã bán hết 17400 bút bi. Hỏi trong tháng đó cửa hàng đã bán được bao nhiêu tá bút bi? (mỗi tá gồm 12 cái),"['A. 1350 tá', 'B. 1400 tá', 'C. 1450 tá', 'D. 1440 tá']",,C. 1450 tá
892,Một cửa hàng tuần thứ nhất bán được 62941 ki lô gam gạo. Tuần thứ hai họ bán được ít hơn tuần thứ nhất 20142 ki lô gam gạo. Số ki lô gam gạo cửa hàng đã bán được trong tuần thứ hai là:,"['A. 42395kg', 'B. 42957kg', 'C. 42799kg', 'D. 48294kg']",,C. 42799kg
893,"Một cửa hàng xăng dầu, buổi sáng họ bán được 3589 lít xăng. Buổi chiều họ bán được nhiều hơn buổi sáng 156 lít. Cả hai buổi, cửa hàng đó bán được số lít xăng là:","['A. 3745 lít xăng', 'B. 7334 lít xăng', 'C. 7490 lít xăng', 'D. 7022 lít xăng']",,B. 7334 lít xăng
894,"Một đoàn tàu chở hàng gồm 9 toa, mỗi toa tàu chở 10 720 kg hàng hóa. Vậy khối lượng hàng hóa đoàn tàu đó chở là:","['A. 96 380 kg', 'B. 96 480 kg', 'C. 90 820 kg', 'D. 19 720 kg']","Phương pháp
 Khối lượng hàng hóa đoàn tàu đó chở = Khối lượng hàng mỗi toa chở được x số toa
 Cách giải
 Khối lượng hàng hóa đoàn tàu đó chở là
 10 720 x 9 = 96 480 (kg)
 Đáp số: 96 480 kg",B. 96 480 kg
895,Một đội công nhân chuyển gạo vào 2 kho với thời gian chuyển vào kho thứ nhất là 5 giờ 15 phút. Thời gian chuyển gạo vào kho thứ hai nhanh gấp 3 lần so với kho thứ nhất. Hỏi đội công nhân chuyển gạo vào kho thứ hai mất bao lâu?,"['A. 1 giờ 45 phút', 'B. 2 giờ 5 phút', 'C. 2 giờ 6 phút', 'D. 2 giờ 10 phút']",,B. 2 giờ 5 phút
896,Một đội công nhân chuyển gạo vào 3 kho. Thời gian chuyển gạo vào kho thứ nhất là 1 giờ 20 phút. Biết thời gian chuyển gạo vào kho thứ hai gấp 3 lần thời gian chuyển gạo vào kho thứ nhất. Thời gian chuyển gạo vào kho thứ ba gấp 2 lần thời gian chuyển gạo vào kho thứ hai. Tính tổng thời gian chuyển gạo vào 3 kho.,"['A. 13 giờ 20 phút', 'B. 13 giờ 40 phút', 'C. 14 giờ 20 phút', 'D. 14 giờ 10 phút']",,D. 14 giờ 10 phút
897,"Một đội công nhân sửa xong một con đường trong ba ngày, trung bình mỗi ngày sửa được 525m. Ngày thứ nhất đội sửa được 372m đường, ngày thứ hai sửa được gấp 2 lần ngày thứ nhất. Hỏi ngày thứ ba đội đó sửa được bao nhiêu ki-lô-mét đường?","['A. 459m', 'B. 460m', 'C. 469m', 'D. 470m']",,A. 459m
898,"Một đội văn nghệ có 50 học sinh, trong đó có 15 học sinh nam. Tỉ số phần trăm của số học sinh nam so với số học sinh đội văn nghệ là:","['A. 80%', 'B. 30%', 'C. 33,3%', 'D. 125%']",,B. 30%
